action_in_proj.bias	shape=(1024,)	dtype=torch.bfloat16	numel=1024
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.layer_norm2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.layer_norm2.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.mlp.fc1.bias	shape=(4304,)	dtype=torch.bfloat16	numel=4304
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.mlp.fc1.weight	shape=(4304, 1152)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.mlp.fc2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.mlp.fc2.weight	shape=(1152, 4304)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.self_attn.k_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.self_attn.k_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.self_attn.out_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.self_attn.out_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.self_attn.q_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.self_attn.q_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.self_attn.v_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.self_attn.v_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.8.layer_norm1.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.8.layer_norm1.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.8.layer_norm2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.8.layer_norm2.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.8.mlp.fc1.bias	shape=(4304,)	dtype=torch.bfloat16	numel=4304
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.8.mlp.fc1.weight	shape=(4304, 1152)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.8.mlp.fc2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.8.mlp.fc2.weight	shape=(1152, 4304)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.8.self_attn.k_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.8.self_attn.k_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.8.self_attn.out_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.8.self_attn.out_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.8.self_attn.q_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.8.self_attn.q_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.8.self_attn.v_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.8.self_attn.v_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.9.layer_norm1.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.9.layer_norm1.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.9.layer_norm2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.9.layer_norm2.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.9.mlp.fc1.bias	shape=(4304,)	dtype=torch.bfloat16	numel=4304
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.9.mlp.fc1.weight	shape=(4304, 1152)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.9.mlp.fc2.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.9.mlp.fc2.weight	shape=(1152, 4304)	dtype=torch.bfloat16	numel=4958208
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.9.self_attn.k_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.9.self_attn.k_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.9.self_attn.out_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.9.self_attn.out_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.9.self_attn.q_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.9.self_attn.q_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.9.self_attn.v_proj.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.9.self_attn.v_proj.weight	shape=(1152, 1152)	dtype=torch.bfloat16	numel=1327104
paligemma_with_expert.paligemma.model.vision_tower.vision_model.post_layernorm.bias	shape=(1152,)	dtype=torch.bfloat16	numel=1152
paligemma_with_expert.paligemma.model.vision_tower.vision_model.post_layernorm.weight	shape=(1152,)	dtype=torch.bfloat16	numel=1152
time_mlp_in.bias	shape=(1024,)	dtype=torch.bfloat16	numel=1024
time_mlp_in.weight	shape=(1024, 1024)	dtype=torch.bfloat16	numel=1048576
time_mlp_out.bias	shape=(1024,)	dtype=torch.bfloat16	numel=1024
time_mlp_out.weight	shape=(1024, 1024)	dtype=torch.bfloat16	numel=1048576
